id,clase_construcion,clase_zonificacion,proximidad_calle,area_propiedad,acceso_carretera,acceso_callejon,forma_propiedad,nivelado_propiedad,tipo_servicios,tipo_solar,nivelado_solar,vecindarion,proximidad_ferrocarril,proximidad_ferrocarril2,tipo_propiedad,estilo_propiedad,calidad_material,condicion_general,anio_construcion,anio_remodelacion,tipo_techo,material_techo,cubierta_exterior,revestimiento_exterior,tipo_chapa,area_revestimiento,calidad_exterior,condicion_exterior,tipo_cimiento,calidad_sotano,condicion_sotano,exposicion_sotano,tipo_sotano1,area_asotano1,tipo_sotano2,area_sotano2,area_nosotano,area_sotano,tipo_calefacion,calidad_calefacion,tipo_aireAcond,tipo_electricidad,area_piso1,area_piso2,area_bajacalidad,area_habitableUp,n_baniosSotano,n_mitadBanioSotano,n_banios,n_medioBanio,BedroomAbvGr,KitchenAbvGr,calidad_cocina,n_habitacionesNoBanios,calificacion_domestica,n_chimeneas,calidad_chimeneas,tipo_garage,anio_garage,acabado_garage,area_garageCoches,area_garage,calidad_garage,condicion_garage,tipo_entrada,area_madera,area_porcheAbierto,area_porcheCerrado,area_tresEstaPorche,area_pantalla_porche,area_pisicina,calidad_piscina,calidad_cerca,caracteristicas_noCubiertas,valor_miscelanea,mes_vendido,anio_vendido,tipo_venta,condicion_venta,precio
1283,NEWERSTYLES,LD,61.0,8800,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,5,7,1977,2008,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,4.0,3.0,2.0,2.0,532.0,3.0,144.0,364.0,1040.0,GASA,2,1,SBRKR,1040,0,0,1040,0.0,0.0,2,0,3,1,GD,5,TYP,0,,DETCH,1977.0,UNF,2.0,484.0,TA,TA,Y,0,0,0,0,288,0,,,,0,9,2009,WD,NORMAL,150500.0
1284,DUPLEX,LD,94.0,9400,P,,0,LOW,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,D,TS,6,5,1971,1971,M,SS,MS,WDSHING,N,0.0,TA,2,CB,3.0,3.0,3.0,1.0,0.0,1.0,0.0,912.0,912.0,GASA,2,1,SBRKR,912,912,0,1824,0.0,0.0,2,2,4,2,TA,8,TYP,0,,,,,0.0,0.0,,,Y,128,0,0,0,0,0,,,,0,4,2010,WD,NORMAL,139000.0
1285,FINISHEDAGES,LD,50.0,9638,P,,0,LVL,ALLPUB,INSIDE,0,SWISU,FEEDR,NORMAL,SD,OHF,6,7,1919,1990,G,SS,WS,WDSHING,N,0.0,TA,2,PC,3.0,3.0,1.0,1.0,0.0,1.0,0.0,804.0,804.0,GASA,4,1,SBRKR,1699,748,0,2447,0.0,0.0,2,0,4,1,GD,10,MINN,1,GD,DETCH,1969.0,UNF,1.0,336.0,TA,TA,Y,272,0,42,0,116,0,,,,0,3,2010,WD,NORMAL,169000.0
1286,FINISHEDAGES,MD,50.0,6000,P,,0,LVL,ALLPUB,INSIDE,0,BrkSide,NORNAM,NORMAL,SD,OHF,6,6,1939,1950,G,SS,MS,METALSD,N,0.0,TA,1,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,780.0,780.0,GASA,4,1,FUSEF,825,587,0,1412,0.0,0.0,1,0,4,1,TA,6,TYP,1,GD,DETCH,1939.0,UNF,1.0,280.0,TA,TA,Y,45,0,0,0,0,0,,,,0,5,2009,WD,NORMAL,132500.0
1287,NEWERSTYLES,LD,,9790,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,FEEDR,NORMAL,SD,OS,6,5,1963,1963,H,SS,HB,HDBOARD,BF,451.0,TA,2,CB,3.0,3.0,1.0,5.0,569.0,3.0,81.0,678.0,1328.0,GASA,2,1,SBRKR,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,TYP,2,GD,ATTCH,1963.0,UNF,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,,,,0,6,2010,WD,NORMAL,143000.0
1288,NEWERSTYLES,LD,,36500,P,,1,LOW,ALLPUB,INSIDE,1,ClearCr,NORNAM,NORMAL,SD,OS,5,5,1964,1964,G,SS,WS,WDSDNG,BC,621.0,TA,3,CB,3.0,3.0,3.0,3.0,812.0,1.0,0.0,812.0,1624.0,GASA,1,1,SBRKR,1582,0,0,1582,0.0,1.0,2,0,4,1,TA,7,TYP,0,,ATTCH,1964.0,UNF,2.0,390.0,TA,TA,N,168,198,0,0,0,0,,,,0,6,2006,WD,NORMAL,190000.0
1289,PUD,LD,40.0,5664,P,,1,LVL,ALLPUB,INSIDE,0,StoneBr,NORNAM,NORMAL,TEU,OS,8,5,2000,2000,G,SS,CB,CEMNTBD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,1158.0,1.0,0.0,343.0,1501.0,GASA,4,1,SBRKR,1659,0,0,1659,1.0,0.0,2,0,2,1,EX,5,TYP,1,EX,ATTCH,2000.0,FIN,2.0,499.0,TA,TA,Y,212,59,0,0,0,0,,,,0,10,2009,WD,NORMAL,278000.0
1290,NEWER,LD,86.0,11065,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2006,2006,G,SS,VS,VINYLSD,S,788.0,GD,2,PC,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1085.0,1085.0,GASA,4,1,SBRKR,1120,850,0,1970,0.0,0.0,2,1,3,1,EX,8,TYP,1,GD,BUIN,2006.0,FIN,3.0,753.0,TA,TA,Y,177,74,0,0,0,0,,,,0,10,2006,NEW,PARTIAL,281000.0
1291,MULTILEVEL,LD,,14112,P,,1,LVL,ALLPUB,CORNER,0,NAmes,NORNAM,NORMAL,SD,SL,5,7,1964,1964,H,SS,WS,HDBOARD,BF,86.0,TA,2,PC,3.0,3.0,3.0,6.0,1014.0,1.0,0.0,138.0,1152.0,GASA,2,1,SBRKR,1152,0,0,1152,1.0,0.0,1,0,3,1,TA,6,TYP,1,GD,ATTCH,1964.0,RFN,2.0,484.0,TA,TA,Y,227,0,0,0,0,0,,,,0,4,2010,WD,NORMAL,180500.0
1292,PUDNEWER,MD,21.0,1680,P,,0,LVL,ALLPUB,INSIDE,0,BrDale,NORNAM,NORMAL,TIU,TS,5,7,1972,1972,G,SS,CB,CEMNTBD,BF,268.0,TA,2,CB,3.0,3.0,1.0,5.0,231.0,1.0,0.0,399.0,630.0,GASA,2,1,SBRKR,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,TYP,0,,DETCH,1972.0,UNF,1.0,264.0,TA,TA,Y,185,0,0,0,0,0,,,,0,2,2009,WD,NORMAL,119500.0
1293,OLDER,MD,60.0,6600,P,,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,TS,5,4,1892,1965,G,SS,WS,WDSDNG,N,0.0,TA,2,ST,3.0,3.0,1.0,1.0,0.0,1.0,0.0,994.0,994.0,GASA,2,0,SBRKR,1378,994,0,2372,0.0,0.0,2,0,4,2,TA,11,MINN,0,,ATTCH,1985.0,RFN,1.0,432.0,TA,TA,Y,0,287,0,0,0,0,,,,0,12,2009,WD,NORMAL,107500.0
1294,NEWER,LD,78.0,10140,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,NORNAM,NORMAL,SD,TS,7,5,1976,1976,G,SS,HB,HDBOARD,N,0.0,TA,2,PC,4.0,3.0,1.0,6.0,194.0,1.0,0.0,638.0,832.0,GASA,2,1,SBRKR,832,832,0,1664,0.0,0.0,2,1,4,1,TA,8,TYP,1,TA,ATTCH,1976.0,RFN,2.0,528.0,TA,TA,Y,0,28,0,0,259,0,,GDWO,,0,3,2006,WD,NORMAL,162900.0
1295,NEWERSTYLES,LD,60.0,8172,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,SD,OS,5,7,1955,1990,H,SS,WSH,PLYWOOD,N,0.0,TA,2,CB,3.0,3.0,1.0,3.0,167.0,1.0,0.0,697.0,864.0,GASA,2,1,SBRKR,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,TYP,0,,DETCH,1957.0,UNF,2.0,572.0,TA,TA,N,0,0,0,0,0,0,,,,0,4,2006,WD,NORMAL,115000.0
1296,NEWERSTYLES,LD,70.0,8400,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,FEEDR,NORMAL,SD,OS,5,5,1968,1968,H,SS,HB,HDBOARD,BF,168.0,TA,2,CB,3.0,3.0,3.0,4.0,1016.0,1.0,0.0,36.0,1052.0,GASA,3,1,SBRKR,1052,0,0,1052,1.0,0.0,1,1,3,1,TA,5,TYP,0,,ATTCH,1968.0,RFN,1.0,288.0,TA,TA,Y,356,0,0,0,0,0,,GDWO,,0,11,2006,WD,NORMAL,138500.0
1297,NEWERSTYLES,LD,80.0,8700,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,5,6,1963,1963,H,SS,MS,METALSD,BF,148.0,TA,3,CB,3.0,3.0,2.0,5.0,776.0,1.0,0.0,344.0,1120.0,GASA,3,1,SBRKR,1128,0,0,1128,1.0,0.0,2,0,3,1,TA,6,TYP,0,,ATTCH,1963.0,RFN,2.0,525.0,TA,TA,Y,192,20,123,0,0,0,,MNPRV,,0,12,2008,WD,NORMAL,155000.0
1298,MULTIINCL,MD,35.0,3675,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,TEU,SF,6,5,2005,2006,G,SS,VS,VINYLSD,BF,82.0,TA,2,PC,4.0,3.0,4.0,6.0,547.0,1.0,0.0,0.0,547.0,GASA,3,1,SBRKR,1072,0,0,1072,1.0,0.0,2,0,2,1,TA,5,TYP,0,,BS,2005.0,FIN,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,,,,0,6,2006,NEW,PARTIAL,140000.0
1299,NEWER,LD,313.0,63887,P,,3,BNK,ALLPUB,CORNER,0,Edwards,FEEDR,NORMAL,SD,TS,10,5,2008,2008,H,CT,STC,STUCCO,S,796.0,EX,2,PC,5.0,3.0,4.0,6.0,5644.0,1.0,0.0,466.0,6110.0,GASA,4,1,SBRKR,4692,950,0,5642,2.0,0.0,2,1,3,1,EX,12,TYP,3,GD,ATTCH,2008.0,FIN,2.0,1418.0,TA,TA,Y,214,292,0,0,0,480,Gd,,,0,1,2008,NEW,PARTIAL,160000.0
1300,NEWERSTYLES,LD,75.0,7500,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,5,7,1959,1994,H,SS,BF,BRKFACE,N,0.0,TA,2,CB,3.0,3.0,1.0,2.0,340.0,3.0,906.0,0.0,1246.0,GASA,4,1,SBRKR,1246,0,0,1246,1.0,0.0,1,1,3,1,GD,6,TYP,0,,ATTCH,1959.0,RFN,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,,GDPRV,,0,5,2010,WD,NORMAL,154000.0
1301,NEWER,LD,,10762,P,,1,LVL,ALLPUB,CULDSAC,0,Gilbert,NORNAM,NORMAL,SD,TS,7,5,1999,1999,G,SS,VS,VINYLSD,N,344.0,GD,2,PC,4.0,3.0,1.0,6.0,694.0,1.0,0.0,284.0,978.0,GASA,4,1,SBRKR,1005,978,0,1983,0.0,0.0,2,1,3,1,GD,9,TYP,1,TA,ATTCH,1999.0,FIN,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,NORMAL,225000.0
1302,OLDER,LD,,7500,P,,1,BNK,ALLPUB,INSIDE,0,Crawfor,NORNAM,NORMAL,SD,TS,6,7,1942,1950,G,SS,WS,WDSDNG,N,0.0,TA,2,CB,3.0,3.0,1.0,4.0,547.0,1.0,0.0,224.0,771.0,GASA,1,1,SBRKR,753,741,0,1494,0.0,0.0,1,0,3,1,GD,7,TYP,2,GD,ATTCH,1942.0,UNF,1.0,213.0,TA,TA,P,0,0,0,0,224,0,,,,0,11,2009,WD,NORMAL,177500.0
1303,NEWER,LD,92.0,10120,P,,0,LVL,ALLPUB,INSIDE,0,NoRidge,NORNAM,NORMAL,SD,TS,8,5,1994,1994,H,SS,VS,VINYLSD,BF,391.0,GD,2,PC,4.0,3.0,1.0,6.0,740.0,1.0,0.0,425.0,1165.0,GASA,4,1,SBRKR,1203,1323,0,2526,1.0,0.0,2,1,4,1,GD,8,TYP,1,TA,ATTCH,1994.0,RFN,3.0,844.0,TA,TA,Y,309,78,0,0,0,0,,,,0,12,2006,WD,NORMAL,290000.0
1304,NEWERSTYLES,LD,73.0,8688,P,,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,OS,7,5,2005,2005,G,SS,VS,VINYLSD,BF,228.0,GD,2,PC,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1616.0,1616.0,GASA,4,1,SBRKR,1616,0,0,1616,0.0,0.0,2,0,3,1,GD,7,TYP,0,,ATTCH,2005.0,RFN,3.0,834.0,TA,TA,Y,208,59,0,0,0,0,,,,0,4,2006,WD,NORMAL,232000.0
1305,PUDNEWER,MD,32.0,3363,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,TEU,TS,7,5,2004,2004,G,SS,VS,VINYLSD,S,117.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,976.0,976.0,GASA,4,1,SBRKR,976,732,0,1708,0.0,0.0,2,0,3,1,GD,7,MAJ,0,,DETCH,2004.0,UNF,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD,NORMAL,130000.0
1306,NEWERSTYLES,LD,108.0,13173,P,,1,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,OS,9,5,2006,2007,H,SS,VS,VINYLSD,S,300.0,GD,2,PC,5.0,3.0,1.0,6.0,1572.0,1.0,0.0,80.0,1652.0,GASA,4,1,SBRKR,1652,0,0,1652,1.0,0.0,2,0,2,1,EX,6,TYP,2,EX,ATTCH,2006.0,FIN,2.0,840.0,TA,TA,Y,404,102,0,0,0,0,,,,0,11,2009,WD,NORMAL,325000.0
1307,PUD,LD,48.0,6955,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,TEU,OS,7,5,2005,2006,G,SS,VS,VINYLSD,S,94.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1368.0,1368.0,GASA,4,1,SBRKR,1368,0,0,1368,0.0,0.0,2,0,2,1,GD,6,TYP,1,GD,ATTCH,2005.0,RFN,2.0,474.0,TA,TA,Y,132,35,0,0,0,0,,,,0,9,2006,NEW,PARTIAL,202500.0
1308,NEWERSTYLES,LD,60.0,8072,P,,0,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,5,5,1994,1995,G,SS,VS,VINYLSD,N,0.0,TA,3,PC,4.0,4.0,1.0,5.0,746.0,1.0,0.0,244.0,990.0,GASA,4,1,SBRKR,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,TYP,0,,DETCH,2000.0,UNF,2.0,480.0,TA,TA,Y,0,64,0,0,0,0,,,,0,5,2009,WD,NORMAL,138000.0
1309,NEWERSTYLES,MD,100.0,12000,P,,0,LVL,ALLPUB,INSIDE,0,OldTown,NORNAM,NORMAL,SD,OS,5,7,1948,2005,G,SS,MS,METALSD,N,0.0,TA,2,CB,3.0,3.0,1.0,6.0,144.0,5.0,608.0,172.0,924.0,GASA,4,1,SBRKR,1122,0,0,1122,1.0,0.0,1,0,2,1,GD,6,TYP,0,,ATTCH,1948.0,UNF,2.0,528.0,TA,TA,Y,0,36,0,0,0,0,,GDWO,,0,5,2008,WD,NORMAL,147000.0
1310,NEWERSTYLES,LD,,7153,P,,0,LVL,ALLPUB,INSIDE,0,SawyerW,NORNAM,NORMAL,SD,OS,6,5,1991,1991,G,SS,HB,HDBOARD,BF,88.0,TA,2,CB,4.0,3.0,1.0,6.0,1200.0,1.0,0.0,78.0,1278.0,GASA,3,1,SBRKR,1294,0,0,1294,1.0,0.0,2,0,3,1,GD,6,TYP,0,,ATTCH,1991.0,RFN,2.0,496.0,TA,TA,Y,112,51,0,0,0,0,,GDWO,,0,6,2008,WD,NORMAL,179200.0
1311,NEWERSTYLES,LD,100.0,17500,P,,0,LVL,ALLPUB,INSIDE,0,Crawfor,POSA,NORMAL,SD,OS,7,8,1959,2002,G,SS,BF,HDBOARD,N,0.0,GD,3,PC,4.0,3.0,3.0,6.0,1406.0,1.0,0.0,496.0,1902.0,GASA,2,1,SBRKR,1902,0,0,1902,1.0,0.0,2,0,3,1,EX,7,TYP,2,TA,ATTCH,1959.0,FIN,2.0,567.0,TA,TA,Y,0,207,162,0,0,0,,,,0,5,2010,WD,NORMAL,335000.0
1312,NEWERSTYLES,LD,68.0,8814,P,,0,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,7,5,2005,2007,G,SS,VS,VINYLSD,BF,80.0,GD,2,PC,4.0,3.0,1.0,6.0,925.0,1.0,0.0,349.0,1274.0,GASA,4,1,SBRKR,1274,0,0,1274,1.0,0.0,2,0,3,1,GD,6,TYP,0,,ATTCH,2005.0,RFN,2.0,508.0,TA,TA,Y,264,98,0,0,0,0,,,,0,1,2007,NEW,PARTIAL,203000.0
1313,NEWER,LD,,9572,P,,1,LVL,ALLPUB,INSIDE,0,NoRidge,NORNAM,NORMAL,SD,TS,8,5,1990,1990,G,SS,WS,WDSDNG,BF,336.0,GD,2,PC,5.0,3.0,1.0,6.0,482.0,1.0,0.0,971.0,1453.0,GASA,4,1,SBRKR,1453,1357,0,2810,0.0,0.0,2,1,4,1,GD,9,TYP,1,EX,ATTCH,1990.0,RFN,2.0,750.0,GD,GD,Y,500,0,0,0,0,0,,,,0,6,2007,WD,NORMAL,302000.0
1314,NEWER,LD,108.0,14774,P,,1,LVL,ALLPUB,CORNER,0,NoRidge,NORNAM,NORMAL,SD,TS,9,5,1999,1999,G,SS,VS,VINYLSD,BF,165.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1393.0,1393.0,GASA,4,1,SBRKR,1422,1177,0,2599,0.0,0.0,2,1,4,1,GD,10,TYP,1,TA,BUIN,1999.0,FIN,3.0,779.0,TA,TA,Y,668,30,0,0,0,0,,,,0,5,2010,WD,NORMAL,333168.0
1315,NEWERSTYLES,LD,60.0,8190,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,SD,OS,4,6,1954,1954,H,SS,WS,WDSDNG,N,0.0,TA,2,CB,3.0,3.0,1.0,3.0,732.0,1.0,0.0,216.0,948.0,GASA,4,1,SBRKR,948,0,0,948,1.0,0.0,1,0,3,1,TA,5,TYP,1,TA,DETCH,1956.0,UNF,1.0,280.0,TA,TA,Y,0,36,0,0,0,0,,,,0,10,2007,WD,NORMAL,119000.0
1316,NEWER,LD,85.0,11075,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,TS,6,5,1969,1969,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,2.0,3.0,2.0,5.0,500.0,2.0,276.0,176.0,952.0,GASA,2,1,SBRKR,1092,1020,0,2112,0.0,0.0,2,1,4,1,TA,9,TYP,2,GD,ATTCH,1969.0,UNF,2.0,576.0,TA,TA,Y,280,0,0,0,0,0,,,,0,6,2008,WD,NORMAL,206900.0
1317,NEWERSTYLES,LD,61.0,10226,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,8,5,2008,2008,G,SS,VS,VINYLSD,S,270.0,GD,2,PC,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1622.0,1622.0,GASA,4,1,SBRKR,1630,0,0,1630,1.0,0.0,2,0,3,1,EX,8,TYP,1,GD,ATTCH,2008.0,RFN,3.0,860.0,TA,TA,Y,172,42,0,0,0,0,,,,0,1,2009,WD,NORMAL,295493.0
1318,PUD,VR,47.0,4230,P,P,0,LVL,ALLPUB,CORNER,0,Somerst,NORNAM,NORMAL,TEU,OS,7,5,2006,2007,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1352.0,1352.0,GASA,4,1,SBRKR,1352,0,0,1352,0.0,0.0,2,0,2,1,GD,5,TYP,1,GD,ATTCH,2006.0,RFN,2.0,466.0,TA,TA,Y,0,241,0,0,0,0,,,,0,4,2007,NEW,PARTIAL,208900.0
1319,NEWERSTYLES,LD,,14781,P,,2,LVL,ALLPUB,CULDSAC,0,CollgCr,NORNAM,NORMAL,SD,OS,8,5,2001,2002,H,SS,VS,VINYLSD,BF,178.0,GD,2,PC,4.0,3.0,4.0,1.0,0.0,1.0,0.0,1753.0,1753.0,GASA,4,1,SBRKR,1787,0,0,1787,0.0,0.0,2,0,3,1,GD,7,TYP,1,TA,ATTCH,2001.0,RFN,3.0,748.0,TA,TA,Y,198,150,0,0,0,0,,,,0,8,2006,WD,NORMAL,275000.0
1320,NEWERSTYLES,LD,75.0,10215,P,,0,BNK,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,SD,OS,4,5,1954,1954,H,SS,WS,WDSDNG,BF,132.0,TA,2,PC,3.0,3.0,1.0,5.0,492.0,1.0,0.0,372.0,864.0,GASA,4,1,SBRKR,948,0,0,948,0.0,0.0,1,0,3,1,TA,5,TYP,0,,ATTCH,1954.0,UNF,1.0,248.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2007,WD,NORMAL,111000.0
1321,NEWERSTYLES,LD,70.0,8400,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,6,3,1957,1957,H,SS,BF,BRKFACE,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,189.0,3.0,661.0,628.0,1478.0,GASA,3,1,SBRKR,1478,0,0,1478,1.0,0.0,1,1,3,1,TA,6,TYP,2,GD,ATTCH,1957.0,RFN,2.0,442.0,TA,TA,Y,114,0,0,0,216,0,,,,0,6,2009,WD,NORMAL,156500.0
1322,NEWERSTYLES,LD,,6627,P,,1,LVL,ALLPUB,CORNER,0,BrkSide,FEEDR,NORMAL,SD,OS,3,6,1949,1950,H,SS,VS,VINYLSD,N,0.0,TA,2,CB,,,,,0.0,,0.0,0.0,0.0,FLOOR,2,0,SBRKR,720,0,0,720,0.0,0.0,1,0,2,1,TA,4,TYP,0,,DETCH,1955.0,UNF,1.0,287.0,TA,FA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,NORMAL,72500.0
1323,NEWER,LD,107.0,10186,P,,1,LVL,ALLPUB,INSIDE,0,NoRidge,NORNAM,NORMAL,SD,TS,7,5,1992,1992,G,SS,HB,HDBOARD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,674.0,1.0,0.0,76.0,750.0,GASA,4,1,SBRKR,1061,862,0,1923,1.0,0.0,2,1,3,1,GD,8,TYP,1,TA,ATTCH,1992.0,RFN,2.0,564.0,TA,TA,Y,240,39,0,0,0,0,,,,0,6,2010,WD,NORMAL,190000.0
1324,OLDER,LD,50.0,5330,P,,0,HLS,ALLPUB,INSIDE,0,BrkSide,NORNAM,NORMAL,SD,OS,4,7,1940,1950,H,SS,VS,VINYLSD,N,0.0,FA,2,CB,3.0,3.0,1.0,2.0,280.0,1.0,0.0,140.0,420.0,GASA,3,1,SBRKR,708,0,0,708,0.0,0.0,1,0,2,1,FA,5,TYP,0,,,,,0.0,0.0,,,Y,164,0,0,0,0,0,,,,0,12,2009,WD,NORMAL,82500.0
1325,NEWERSTYLES,LD,75.0,9986,P,,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,OS,8,5,2006,2007,G,SS,VS,VINYLSD,BF,428.0,GD,2,PC,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1795.0,1795.0,GASA,4,1,SBRKR,1795,0,0,1795,0.0,0.0,2,0,2,1,GD,7,TYP,1,GD,ATTCH,2007.0,RFN,3.0,895.0,TA,TA,Y,0,49,0,0,0,0,,,,0,2,2007,NEW,PARTIAL,147000.0
1326,OLDER,MD,40.0,3636,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,NORNAM,NORMAL,SD,OS,4,4,1922,1950,G,SS,AS,ASBSHNG,N,0.0,TA,2,BT,3.0,2.0,1.0,1.0,0.0,1.0,0.0,796.0,796.0,GASA,1,0,SBRKR,796,0,0,796,0.0,0.0,1,0,2,1,TA,5,TYP,0,,,,,0.0,0.0,,,N,0,0,100,0,0,0,,MNPRV,,0,1,2008,WD,NORMAL,55000.0
1327,OLDER,HD,70.0,4270,P,,0,BNK,ALLPUB,INSIDE,1,Edwards,NORNAM,NORMAL,SD,OS,3,6,1931,2006,G,SS,MS,METALSD,N,0.0,TA,2,BT,3.0,3.0,1.0,3.0,544.0,1.0,0.0,0.0,544.0,GASA,4,1,SBRKR,774,0,0,774,0.0,0.0,1,0,3,1,GD,6,TYP,0,,,,,0.0,0.0,,,Y,0,0,286,0,0,0,,,,0,5,2007,WD,NORMAL,79000.0
1328,NEWERSTYLES,LD,60.0,6600,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OS,5,9,1982,2008,G,SS,VS,VINYLSD,N,0.0,GD,3,CB,3.0,3.0,1.0,5.0,641.0,1.0,0.0,175.0,816.0,GASA,4,1,SBRKR,816,0,0,816,0.0,1.0,1,0,3,1,GD,5,TYP,1,EX,ATTCH,1982.0,UNF,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,10,2008,WD,NORMAL,130500.0
1329,FINISHEDAGES,MD,60.0,10440,P,G,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,OHF,6,7,1920,1950,G,SS,BF,WDSDNG,N,0.0,GD,3,BT,4.0,3.0,1.0,2.0,493.0,1.0,0.0,1017.0,1510.0,GASW,4,1,SBRKR,1584,1208,0,2792,0.0,0.0,2,0,5,1,TA,8,MOD,2,TA,DETCH,1920.0,UNF,2.0,520.0,FA,TA,Y,0,547,0,0,480,0,,MNPRV,SHED,1150,6,2008,WD,NORMAL,256000.0
1330,NEWER,LD,63.0,9084,P,,1,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,TS,7,5,1998,1998,H,SS,VS,VINYLSD,N,0.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,935.0,935.0,GASA,3,1,SBRKR,955,677,0,1632,0.0,0.0,2,1,3,1,TA,8,TYP,1,TA,ATTCH,1998.0,FIN,2.0,462.0,TA,TA,Y,0,28,0,0,0,0,,,,0,6,2006,WD,NORMAL,176500.0
1331,NEWERSTYLES,LD,85.0,10000,P,,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,OS,8,5,2006,2006,H,SS,VS,VINYLSD,S,410.0,GD,2,PC,4.0,4.0,3.0,1.0,0.0,1.0,0.0,1588.0,1588.0,GASA,4,1,SBRKR,1588,0,0,1588,0.0,0.0,2,0,3,1,GD,7,TYP,1,GD,ATTCH,2006.0,RFN,3.0,825.0,TA,TA,Y,144,45,0,0,0,0,,,,0,12,2007,WD,NORMAL,227000.0
1332,MULTILEVEL,LD,55.0,10780,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,SL,5,5,1976,1976,G,SS,MS,METALSD,N,0.0,TA,2,CB,3.0,3.0,3.0,5.0,483.0,1.0,0.0,428.0,911.0,GASA,3,1,SBRKR,954,0,0,954,0.0,0.0,1,0,3,1,TA,6,TYP,0,,DETCH,1976.0,UNF,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,NORMAL,132500.0
